mode,cyc,Q,xnor_Y,xnor_B,and4_4D,inv10_A,and4_A,and4_B,or3_A,or3_B,o21a,a21o,and3_11,nor2_Y,and4_X
"Ik05_n5_g5,1,11,3",61,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",62,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",63,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",64,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",65,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",66,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",67,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",68,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Ik05_n5_g5,1,11,3",69,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"Ik05_n5_g5,1,11,3",70,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"Ik05_n5_g5,1,11,3",71,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"Ik05_n5_g5,1,11,3",72,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"Ik05_n5_g5,1,11,3",73,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",74,0,0,1,0,0,1,0,0,0,0,0,0,1,0
"Ik05_n5_g5,1,11,3",75,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik05_n5_g5,1,11,3",76,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik05_n5_g5,1,11,3",77,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik05_n5_g5,1,11,3",78,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik05_n5_g5,1,11,3",79,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik05_n5_g5,1,11,3",80,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik05_n5_g5,1,11,3",81,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik05_n5_g5,1,11,3",82,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik05_n5_g5,1,11,3",83,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik05_n5_g5,1,11,3",84,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik05_n5_g5,1,11,3",85,0,0,1,0,1,1,0,1,0,0,1,0,0,0
"Ik05_n5_g5,1,11,3",86,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik05_n5_g5,1,11,3",87,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik05_n5_g5,1,11,3",88,0,0,1,0,0,0,1,0,0,0,1,0,1,0
"Ik05_n5_g5,1,11,3",89,0,0,1,0,0,0,1,1,0,0,1,0,1,0
"Ik05_n5_g5,1,11,3",90,0,0,1,0,0,0,1,1,0,0,1,0,1,0
"Ik05_n5_g5,1,11,3",91,0,0,1,0,0,0,1,1,0,0,1,0,1,0
"Ik05_n5_g5,1,11,3",92,0,0,1,0,0,0,1,1,0,0,1,0,1,0
"Ik05_n5_g5,1,11,3",93,0,0,1,0,0,0,1,1,0,0,1,0,1,0
"Ik05_n5_g5,1,11,3",94,0,0,1,0,0,0,1,1,0,0,1,0,1,0
"Ik05_n5_g5,1,11,3",95,0,0,1,0,0,0,1,1,0,0,1,0,1,0
"Ik05_n5_g5,1,11,3",96,0,0,1,0,0,0,1,1,0,0,1,0,1,0
"Ik05_n5_g5,1,11,3",97,0,0,1,0,0,0,1,1,0,0,1,0,1,0
"Ik05_n5_g5,1,11,3",98,0,0,1,0,0,0,1,1,0,0,1,0,1,0
"Ik05_n5_g5,1,11,3",99,0,0,1,0,0,0,1,1,0,0,1,0,1,0
"Ik05_n5_g5,1,11,3",100,0,0,1,0,0,0,1,1,0,0,1,0,1,0
"Ik05_n5_g5,1,11,3",101,0,0,1,0,0,0,1,1,0,0,1,0,1,0
"Ik05_n5_g5,1,11,3",102,0,0,1,0,0,0,1,1,0,0,1,0,1,0
"Ik05_n5_g5,1,11,3",103,0,0,1,0,0,0,1,1,0,0,1,0,1,0
"Ik05_n5_g5,1,11,3",104,0,0,1,0,0,0,1,1,0,0,1,0,1,0
"Ik05_n5_g5,1,11,3",105,0,0,1,0,0,0,1,1,0,0,1,0,1,0
"Ik05_n5_g5,1,11,3",106,0,0,1,0,0,0,1,1,0,0,1,0,1,0
"Ik05_n5_g5,1,11,3",107,0,0,1,0,0,0,1,1,0,0,1,0,1,0
"Ik05_n5_g5,1,11,3",108,0,0,1,0,0,0,1,1,0,0,1,0,1,0
"Ik05_n5_g5,1,11,3",109,0,0,1,0,0,0,1,1,0,0,1,0,1,0
"Ik05_n5_g5,1,11,3",110,0,0,1,0,0,0,1,1,0,0,1,0,1,0
"Ik05_n5_g5,1,11,3",111,0,0,1,0,0,0,1,1,0,0,1,0,1,0
"Ik05_n5_g5,1,11,3",112,0,0,1,0,0,0,1,1,0,0,1,0,1,0
"Ik05_n5_g5,1,11,3",113,0,0,1,0,0,0,1,1,0,0,1,0,1,0
"Ik05_n5_g5,1,11,3",114,0,0,1,0,0,0,1,1,0,0,1,0,1,0
"Ik05_n5_g5,1,11,3",115,0,0,1,0,0,0,1,1,0,0,1,0,1,0
"Ik05_n5_g5,1,11,3",116,0,0,1,0,0,0,1,1,0,0,1,0,1,0
"Ik05_n5_g5,1,11,3",117,0,0,1,0,0,0,1,1,0,0,1,0,1,0
"Ik05_n5_g5,1,11,3",118,0,0,1,0,0,0,1,1,0,0,1,0,1,0
"Ik05_n5_g5,1,11,3",119,0,0,1,0,0,0,1,1,0,0,1,0,1,0
"Ik05_n5_g5,1,11,3",120,0,0,1,0,0,0,1,1,0,0,1,0,1,0
"Ik06_n6_g6,5,8,11,1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik06_n6_g6,5,8,11,1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik06_n6_g6,5,8,11,1",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik06_n6_g6,5,8,11,1",3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik06_n6_g6,5,8,11,1",4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik06_n6_g6,5,8,11,1",5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik06_n6_g6,5,8,11,1",6,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik06_n6_g6,5,8,11,1",7,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik06_n6_g6,5,8,11,1",8,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik06_n6_g6,5,8,11,1",9,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik06_n6_g6,5,8,11,1",10,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik06_n6_g6,5,8,11,1",11,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Ik06_n6_g6,5,8,11,1",12,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"Ik06_n6_g6,5,8,11,1",13,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"Ik06_n6_g6,5,8,11,1",14,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"Ik06_n6_g6,5,8,11,1",15,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"Ik06_n6_g6,5,8,11,1",16,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"Ik06_n6_g6,5,8,11,1",17,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"Ik06_n6_g6,5,8,11,1",18,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Ik06_n6_g6,5,8,11,1",19,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Ik06_n6_g6,5,8,11,1",20,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Ik06_n6_g6,5,8,11,1",21,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Ik06_n6_g6,5,8,11,1",22,0,0,1,0,0,1,0,0,0,0,0,0,1,0
"Ik06_n6_g6,5,8,11,1",23,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik06_n6_g6,5,8,11,1",24,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik06_n6_g6,5,8,11,1",25,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik06_n6_g6,5,8,11,1",26,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik06_n6_g6,5,8,11,1",27,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik06_n6_g6,5,8,11,1",28,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik06_n6_g6,5,8,11,1",29,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik06_n6_g6,5,8,11,1",30,0,0,1,0,1,1,0,1,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",31,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",32,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",33,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",34,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",35,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",36,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",37,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",38,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",39,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",40,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",41,0,0,1,0,0,0,1,0,0,0,1,0,1,0
"Ik06_n6_g6,5,8,11,1",42,0,0,1,0,1,0,1,1,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",43,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",44,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",45,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",46,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",47,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",48,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",49,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",50,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",51,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",52,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",53,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",54,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",55,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",56,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",57,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",58,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",59,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",60,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",61,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",62,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",63,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",64,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",65,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",66,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",67,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",68,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",69,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",70,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",71,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",72,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",73,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",74,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",75,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",76,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",77,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",78,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",79,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",80,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",81,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",82,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",83,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",84,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",85,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",86,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",87,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",88,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",89,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",90,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",91,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",92,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",93,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",94,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",95,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",96,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",97,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",98,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",99,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",100,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",101,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",102,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",103,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",104,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",105,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",106,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",107,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",108,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",109,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",110,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",111,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",112,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",113,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",114,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",115,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",116,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",117,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",118,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",119,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik06_n6_g6,5,8,11,1",120,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik07_n7_g7,5,1,3,10,11",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik07_n7_g7,5,1,3,10,11",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik07_n7_g7,5,1,3,10,11",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik07_n7_g7,5,1,3,10,11",3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik07_n7_g7,5,1,3,10,11",4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik07_n7_g7,5,1,3,10,11",5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik07_n7_g7,5,1,3,10,11",6,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik07_n7_g7,5,1,3,10,11",7,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik07_n7_g7,5,1,3,10,11",8,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik07_n7_g7,5,1,3,10,11",9,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik07_n7_g7,5,1,3,10,11",10,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik07_n7_g7,5,1,3,10,11",11,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik07_n7_g7,5,1,3,10,11",12,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik07_n7_g7,5,1,3,10,11",13,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik07_n7_g7,5,1,3,10,11",14,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik07_n7_g7,5,1,3,10,11",15,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik07_n7_g7,5,1,3,10,11",16,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik07_n7_g7,5,1,3,10,11",17,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik07_n7_g7,5,1,3,10,11",18,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik07_n7_g7,5,1,3,10,11",19,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik07_n7_g7,5,1,3,10,11",20,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik07_n7_g7,5,1,3,10,11",21,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik07_n7_g7,5,1,3,10,11",22,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik07_n7_g7,5,1,3,10,11",23,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik07_n7_g7,5,1,3,10,11",24,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik07_n7_g7,5,1,3,10,11",25,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Ik07_n7_g7,5,1,3,10,11",26,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"Ik07_n7_g7,5,1,3,10,11",27,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"Ik07_n7_g7,5,1,3,10,11",28,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"Ik07_n7_g7,5,1,3,10,11",29,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"Ik07_n7_g7,5,1,3,10,11",30,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"Ik07_n7_g7,5,1,3,10,11",31,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"Ik07_n7_g7,5,1,3,10,11",32,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"Ik07_n7_g7,5,1,3,10,11",33,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Ik07_n7_g7,5,1,3,10,11",34,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Ik07_n7_g7,5,1,3,10,11",35,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Ik07_n7_g7,5,1,3,10,11",36,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Ik07_n7_g7,5,1,3,10,11",37,0,0,1,0,0,1,0,0,0,0,0,0,1,0
"Ik07_n7_g7,5,1,3,10,11",38,0,0,1,0,1,1,0,1,0,0,1,0,0,0
"Ik07_n7_g7,5,1,3,10,11",39,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik07_n7_g7,5,1,3,10,11",40,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik07_n7_g7,5,1,3,10,11",41,0,0,1,0,0,0,1,0,0,0,1,0,1,0
"Ik07_n7_g7,5,1,3,10,11",42,0,0,1,0,0,0,1,1,0,0,1,0,1,0
"Ik07_n7_g7,5,1,3,10,11",43,0,0,1,0,0,0,1,1,0,0,1,0,1,0
"Ik07_n7_g7,5,1,3,10,11",44,0,0,1,0,0,0,1,1,0,0,1,0,1,0
"Ik07_n7_g7,5,1,3,10,11",45,0,0,1,0,0,0,1,1,0,0,1,0,1,0
"Ik07_n7_g7,5,1,3,10,11",46,0,0,1,0,0,0,1,1,0,0,1,0,1,0
"Ik07_n7_g7,5,1,3,10,11",47,0,0,1,0,0,0,1,1,0,0,1,0,1,0
"Ik07_n7_g7,5,1,3,10,11",48,0,0,1,0,0,0,1,1,0,0,1,0,1,0
"Ik07_n7_g7,5,1,3,10,11",49,0,0,1,0,0,0,1,1,0,0,1,0,1,0
"Ik07_n7_g7,5,1,3,10,11",50,0,0,1,0,0,0,1,1,0,0,1,0,1,0
"Ik07_n7_g7,5,1,3,10,11",51,0,0,1,0,1,0,1,1,0,0,1,0,0,0
"Ik07_n7_g7,5,1,3,10,11",52,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik07_n7_g7,5,1,3,10,11",53,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik07_n7_g7,5,1,3,10,11",54,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik07_n7_g7,5,1,3,10,11",55,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik07_n7_g7,5,1,3,10,11",56,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik07_n7_g7,5,1,3,10,11",57,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik07_n7_g7,5,1,3,10,11",58,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik07_n7_g7,5,1,3,10,11",59,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik07_n7_g7,5,1,3,10,11",60,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik07_n7_g7,5,1,3,10,11",61,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"Ik07_n7_g7,5,1,3,10,11",62,0,0,1,0,0,1,1,0,0,0,1,0,1,0
"Ik07_n7_g7,5,1,3,10,11",63,0,0,1,0,0,1,1,1,0,0,1,0,1,0
"Ik07_n7_g7,5,1,3,10,11",64,0,0,1,0,0,1,1,1,0,0,1,0,1,0
"Ik07_n7_g7,5,1,3,10,11",65,0,0,1,0,0,1,1,1,0,0,1,0,1,0
"Ik07_n7_g7,5,1,3,10,11",66,0,0,1,0,0,1,1,1,0,0,1,0,1,0
"Ik07_n7_g7,5,1,3,10,11",67,0,0,1,0,0,1,1,1,0,0,1,0,1,0
"Ik07_n7_g7,5,1,3,10,11",68,0,0,1,0,0,1,1,1,0,0,1,0,1,0
"Ik07_n7_g7,5,1,3,10,11",69,0,0,1,0,0,1,1,1,0,0,1,0,1,0
"Ik07_n7_g7,5,1,3,10,11",70,0,0,1,0,0,1,1,1,0,0,1,0,1,0
"Ik07_n7_g7,5,1,3,10,11",71,0,0,1,0,0,1,1,1,0,0,1,0,1,0
"Ik07_n7_g7,5,1,3,10,11",72,0,0,1,0,0,1,1,1,0,0,1,0,1,0
"Ik07_n7_g7,5,1,3,10,11",73,0,0,1,0,0,1,1,1,0,0,1,0,1,0
"Ik07_n7_g7,5,1,3,10,11",74,0,0,1,0,0,1,1,1,0,0,1,0,1,0
"Ik07_n7_g7,5,1,3,10,11",75,0,0,1,0,0,1,1,1,0,0,1,0,1,0
"Ik07_n7_g7,5,1,3,10,11",76,0,0,1,0,0,1,1,1,0,0,1,0,1,0
"Ik07_n7_g7,5,1,3,10,11",77,0,0,1,0,0,1,1,1,0,0,1,0,1,0
"Ik07_n7_g7,5,1,3,10,11",78,0,0,1,0,0,1,1,1,0,0,1,0,1,0
"Ik07_n7_g7,5,1,3,10,11",79,0,0,1,0,0,1,1,1,0,0,1,0,1,0
"Ik07_n7_g7,5,1,3,10,11",80,0,0,1,0,0,1,1,1,0,0,1,0,1,0
"Ik07_n7_g7,5,1,3,10,11",81,0,0,1,0,0,1,1,1,0,0,1,0,1,0
"Ik07_n7_g7,5,1,3,10,11",82,0,0,1,0,0,1,1,1,0,0,1,0,1,0
"Ik07_n7_g7,5,1,3,10,11",83,0,0,1,0,0,1,1,1,0,0,1,0,1,0
"Ik07_n7_g7,5,1,3,10,11",84,0,0,1,0,0,1,1,1,0,0,1,0,1,0
"Ik07_n7_g7,5,1,3,10,11",85,0,0,1,0,0,1,1,1,0,0,1,0,1,0
"Ik07_n7_g7,5,1,3,10,11",86,0,0,1,0,0,1,1,1,0,0,1,0,1,0
"Ik07_n7_g7,5,1,3,10,11",87,0,0,1,0,0,1,1,1,0,0,1,0,1,0
"Ik07_n7_g7,5,1,3,10,11",88,0,0,1,0,0,1,1,1,0,0,1,0,1,0
"Ik07_n7_g7,5,1,3,10,11",89,0,0,1,0,0,1,1,1,0,0,1,0,1,0
"Ik07_n7_g7,5,1,3,10,11",90,0,0,1,0,0,1,1,1,0,0,1,0,1,0
"Ik07_n7_g7,5,1,3,10,11",91,0,0,1,0,0,1,1,1,0,0,1,0,1,0
"Ik07_n7_g7,5,1,3,10,11",92,0,0,1,0,0,1,1,1,0,0,1,0,1,0
"Ik07_n7_g7,5,1,3,10,11",93,0,0,1,0,0,1,1,1,0,0,1,0,1,0
"Ik07_n7_g7,5,1,3,10,11",94,0,0,1,0,0,1,1,1,0,0,1,0,1,0
