mode,cyc,A_N,B,D,Q,and4_X
"I2_d05_@75,80",21,0,0,0,0,0
"I2_d05_@75,80",22,0,0,0,0,0
"I2_d05_@75,80",23,0,0,0,0,0
"I2_d05_@75,80",24,0,0,0,0,0
"I2_d05_@75,80",25,0,0,0,0,0
"I2_d05_@75,80",26,0,0,0,0,0
"I2_d05_@75,80",27,0,0,0,0,0
"I2_d05_@75,80",28,0,0,0,0,0
"I2_d05_@75,80",29,0,0,0,0,0
"I2_d05_@75,80",30,0,0,0,0,0
"I2_d05_@75,80",31,0,0,0,0,0
"I2_d05_@75,80",32,0,0,0,0,0
"I2_d05_@75,80",33,0,0,0,0,0
"I2_d05_@75,80",34,0,0,0,0,0
"I2_d05_@75,80",35,0,0,0,0,0
"I2_d05_@75,80",36,0,0,0,0,0
"I2_d05_@75,80",37,0,0,0,0,0
"I2_d05_@75,80",38,0,0,0,0,0
"I2_d05_@75,80",39,0,0,0,0,0
"I2_d05_@75,80",40,0,0,0,0,0
"I2_d05_@75,80",41,0,0,0,0,0
"I2_d05_@75,80",42,0,0,0,0,0
"I2_d05_@75,80",43,0,0,0,0,0
"I2_d05_@75,80",44,0,0,0,0,0
"I2_d05_@75,80",45,0,0,0,0,0
"I2_d05_@75,80",46,0,0,0,0,0
"I2_d05_@75,80",47,0,0,0,0,0
"I2_d05_@75,80",48,0,0,0,0,0
"I2_d05_@75,80",49,0,0,0,0,0
"I2_d05_@75,80",50,0,0,0,0,0
"I2_d05_@75,80",51,0,0,0,0,0
"I2_d05_@75,80",52,0,0,0,0,0
"I2_d05_@75,80",53,0,0,0,0,0
"I2_d05_@75,80",54,0,0,0,0,0
"I2_d05_@75,80",55,0,0,0,0,0
"I2_d05_@75,80",56,0,0,0,0,0
"I2_d05_@75,80",57,0,0,0,0,0
"I2_d05_@75,80",58,0,0,0,0,0
"I2_d05_@75,80",59,0,0,0,0,0
"I2_d05_@75,80",60,0,0,0,0,0
"I2_d05_@75,80",61,0,0,0,0,0
"I2_d05_@75,80",62,0,0,0,0,0
"I2_d05_@75,80",63,0,0,0,0,0
"I2_d05_@75,80",64,0,0,0,0,0
"I2_d05_@75,80",65,0,0,0,0,0
"I2_d05_@75,80",66,0,0,0,0,0
"I2_d05_@75,80",67,0,0,0,0,0
"I2_d05_@75,80",68,0,0,0,0,0
"I2_d05_@75,80",69,0,0,0,0,0
"I2_d05_@75,80",70,0,0,0,0,0
"I2_d05_@75,80",71,0,0,0,0,0
"I2_d05_@75,80",72,0,0,0,0,0
"I2_d05_@75,80",73,0,0,0,0,0
"I2_d05_@75,80",74,0,0,0,0,0
"I2_d05_@75,80",75,0,0,0,0,0
"I2_d05_@75,80",76,0,0,0,0,0
"I2_d05_@75,80",77,0,0,0,0,0
"I2_d05_@75,80",78,0,0,0,0,0
"I2_d05_@75,80",79,0,0,0,0,0
"I2_d05_@75,80",80,0,0,0,0,0
"I2_d05_@75,80",81,0,0,0,0,0
"I2_d05_@75,80",82,0,0,0,0,0
"I2_d05_@75,80",83,0,0,0,0,0
"I2_d05_@75,80",84,0,0,0,0,0
"I2_d05_@75,80",85,0,0,0,0,0
"I2_d05_@75,80",86,0,0,0,0,0
"I2_d05_@75,80",87,0,0,0,0,0
"I2_d05_@75,80",88,0,0,0,0,0
"I2_d05_@75,80",89,0,0,0,0,0
"I2_d05_@75,80",90,0,0,0,0,0
"I2_d05_@75,80",91,0,0,0,0,0
"I2_d05_@75,80",92,0,0,0,0,0
"I2_d05_@75,80",93,0,0,0,0,0
"I2_d05_@75,80",94,0,0,0,0,0
"I2_d05_@75,80",95,0,0,0,0,0
"I2_d05_@75,80",96,0,0,0,0,0
"I2_d05_@75,80",97,0,0,0,0,0
"I2_d05_@75,80",98,0,0,0,0,0
"I2_d05_@75,80",99,0,0,0,0,0
"I2_d05_@75,80",100,0,0,0,0,0
"I2_d05_@75,80",101,0,0,0,0,0
"I2_d05_@75,80",102,0,0,0,0,0
"I2_d05_@75,80",103,0,0,0,0,0
"I2_d05_@75,80",104,0,0,0,0,0
"I2_d05_@75,80",105,0,0,0,0,0
"I2_d05_@75,80",106,0,0,0,0,0
"I2_d05_@75,80",107,0,0,0,0,0
"I2_d05_@75,80",108,0,0,0,0,0
"I2_d05_@75,80",109,0,0,0,0,0
"I2_d05_@75,80",110,0,0,0,0,0
"I2_d05_@75,80",111,0,0,0,0,0
"I2_d05_@75,80",112,0,0,0,0,0
"I2_d05_@75,80",113,0,0,0,0,0
"I2_d05_@75,80",114,0,0,0,0,0
"I2_d05_@75,80",115,0,0,0,0,0
"I2_d05_@75,80",116,0,0,0,0,0
"I2_d05_@75,80",117,0,0,0,0,0
"I2_d05_@75,80",118,0,0,0,0,0
"I2_d05_@75,80",119,0,0,0,0,0
"I2_d05_@75,80",120,0,0,0,0,0
"I2_d06_@75,81",0,0,0,0,0,0
"I2_d06_@75,81",1,0,0,0,0,0
"I2_d06_@75,81",2,0,0,0,0,0
"I2_d06_@75,81",3,0,0,0,0,0
"I2_d06_@75,81",4,0,0,0,0,0
"I2_d06_@75,81",5,0,0,0,0,0
"I2_d06_@75,81",6,0,0,0,0,0
"I2_d06_@75,81",7,0,0,0,0,0
"I2_d06_@75,81",8,0,0,0,0,0
"I2_d06_@75,81",9,0,0,0,0,0
"I2_d06_@75,81",10,0,0,0,0,0
"I2_d06_@75,81",11,0,0,0,0,0
"I2_d06_@75,81",12,0,0,0,0,0
"I2_d06_@75,81",13,0,0,0,0,0
"I2_d06_@75,81",14,0,0,0,0,0
"I2_d06_@75,81",15,0,0,0,0,0
"I2_d06_@75,81",16,0,0,0,0,0
"I2_d06_@75,81",17,0,0,0,0,0
"I2_d06_@75,81",18,0,0,0,0,0
"I2_d06_@75,81",19,0,0,0,0,0
"I2_d06_@75,81",20,0,0,0,0,0
"I2_d06_@75,81",21,0,0,0,0,0
"I2_d06_@75,81",22,0,0,0,0,0
"I2_d06_@75,81",23,0,0,0,0,0
"I2_d06_@75,81",24,0,0,0,0,0
"I2_d06_@75,81",25,0,0,0,0,0
"I2_d06_@75,81",26,0,0,0,0,0
"I2_d06_@75,81",27,0,0,0,0,0
"I2_d06_@75,81",28,0,0,0,0,0
"I2_d06_@75,81",29,0,0,0,0,0
"I2_d06_@75,81",30,0,0,0,0,0
"I2_d06_@75,81",31,0,0,0,0,0
"I2_d06_@75,81",32,0,0,0,0,0
"I2_d06_@75,81",33,0,0,0,0,0
"I2_d06_@75,81",34,0,0,0,0,0
"I2_d06_@75,81",35,0,0,0,0,0
"I2_d06_@75,81",36,0,0,0,0,0
"I2_d06_@75,81",37,0,0,0,0,0
"I2_d06_@75,81",38,0,0,0,0,0
"I2_d06_@75,81",39,0,0,0,0,0
"I2_d06_@75,81",40,0,0,0,0,0
"I2_d06_@75,81",41,0,0,0,0,0
"I2_d06_@75,81",42,0,0,0,0,0
"I2_d06_@75,81",43,0,0,0,0,0
"I2_d06_@75,81",44,0,0,0,0,0
"I2_d06_@75,81",45,0,0,0,0,0
"I2_d06_@75,81",46,0,0,0,0,0
"I2_d06_@75,81",47,0,0,0,0,0
"I2_d06_@75,81",48,0,0,0,0,0
"I2_d06_@75,81",49,0,0,0,0,0
"I2_d06_@75,81",50,0,0,0,0,0
"I2_d06_@75,81",51,0,0,0,0,0
"I2_d06_@75,81",52,0,0,0,0,0
"I2_d06_@75,81",53,0,0,0,0,0
"I2_d06_@75,81",54,0,0,0,0,0
"I2_d06_@75,81",55,0,0,0,0,0
"I2_d06_@75,81",56,0,0,0,0,0
"I2_d06_@75,81",57,0,0,0,0,0
"I2_d06_@75,81",58,0,0,0,0,0
"I2_d06_@75,81",59,0,0,0,0,0
"I2_d06_@75,81",60,0,0,0,0,0
"I2_d06_@75,81",61,0,0,0,0,0
"I2_d06_@75,81",62,0,0,0,0,0
"I2_d06_@75,81",63,0,0,0,0,0
"I2_d06_@75,81",64,0,0,0,0,0
"I2_d06_@75,81",65,0,0,0,0,0
"I2_d06_@75,81",66,0,0,0,0,0
"I2_d06_@75,81",67,0,0,0,0,0
"I2_d06_@75,81",68,0,0,0,0,0
"I2_d06_@75,81",69,0,0,0,0,0
"I2_d06_@75,81",70,0,0,0,0,0
"I2_d06_@75,81",71,0,0,0,0,0
"I2_d06_@75,81",72,0,0,0,0,0
"I2_d06_@75,81",73,0,0,0,0,0
"I2_d06_@75,81",74,0,0,0,0,0
"I2_d06_@75,81",75,0,0,0,0,0
"I2_d06_@75,81",76,0,0,0,0,0
"I2_d06_@75,81",77,0,0,0,0,0
"I2_d06_@75,81",78,0,0,0,0,0
"I2_d06_@75,81",79,0,0,0,0,0
"I2_d06_@75,81",80,0,0,0,0,0
"I2_d06_@75,81",81,0,0,0,0,0
"I2_d06_@75,81",82,0,0,0,0,0
"I2_d06_@75,81",83,0,0,0,0,0
"I2_d06_@75,81",84,0,0,0,0,0
"I2_d06_@75,81",85,0,0,0,0,0
"I2_d06_@75,81",86,0,0,0,0,0
"I2_d06_@75,81",87,0,0,0,0,0
"I2_d06_@75,81",88,0,0,0,0,0
"I2_d06_@75,81",89,0,0,0,0,0
"I2_d06_@75,81",90,0,0,0,0,0
"I2_d06_@75,81",91,0,0,0,0,0
"I2_d06_@75,81",92,0,0,0,0,0
"I2_d06_@75,81",93,0,0,0,0,0
"I2_d06_@75,81",94,0,0,0,0,0
"I2_d06_@75,81",95,0,0,0,0,0
"I2_d06_@75,81",96,0,0,0,0,0
"I2_d06_@75,81",97,0,0,0,0,0
"I2_d06_@75,81",98,0,0,0,0,0
"I2_d06_@75,81",99,0,0,0,0,0
"I2_d06_@75,81",100,0,0,0,0,0
"I2_d06_@75,81",101,0,0,0,0,0
"I2_d06_@75,81",102,0,0,0,0,0
"I2_d06_@75,81",103,0,0,0,0,0
"I2_d06_@75,81",104,0,0,0,0,0
"I2_d06_@75,81",105,0,0,0,0,0
"I2_d06_@75,81",106,0,0,0,0,0
"I2_d06_@75,81",107,0,0,0,0,0
"I2_d06_@75,81",108,0,0,0,0,0
"I2_d06_@75,81",109,0,0,0,0,0
"I2_d06_@75,81",110,0,0,0,0,0
"I2_d06_@75,81",111,0,0,0,0,0
"I2_d06_@75,81",112,0,0,0,0,0
"I2_d06_@75,81",113,0,0,0,0,0
"I2_d06_@75,81",114,0,0,0,0,0
"I2_d06_@75,81",115,0,0,0,0,0
"I2_d06_@75,81",116,0,0,0,0,0
"I2_d06_@75,81",117,0,0,0,0,0
"I2_d06_@75,81",118,0,0,0,0,0
"I2_d06_@75,81",119,0,0,0,0,0
"I2_d06_@75,81",120,0,0,0,0,0
"I2_d07_@75,82",0,0,0,0,0,0
"I2_d07_@75,82",1,0,0,0,0,0
"I2_d07_@75,82",2,0,0,0,0,0
"I2_d07_@75,82",3,0,0,0,0,0
"I2_d07_@75,82",4,0,0,0,0,0
"I2_d07_@75,82",5,0,0,0,0,0
"I2_d07_@75,82",6,0,0,0,0,0
"I2_d07_@75,82",7,0,0,0,0,0
"I2_d07_@75,82",8,0,0,0,0,0
"I2_d07_@75,82",9,0,0,0,0,0
"I2_d07_@75,82",10,0,0,0,0,0
"I2_d07_@75,82",11,0,0,0,0,0
"I2_d07_@75,82",12,0,0,0,0,0
"I2_d07_@75,82",13,0,0,0,0,0
"I2_d07_@75,82",14,0,0,0,0,0
"I2_d07_@75,82",15,0,0,0,0,0
"I2_d07_@75,82",16,0,0,0,0,0
"I2_d07_@75,82",17,0,0,0,0,0
"I2_d07_@75,82",18,0,0,0,0,0
"I2_d07_@75,82",19,0,0,0,0,0
"I2_d07_@75,82",20,0,0,0,0,0
"I2_d07_@75,82",21,0,0,0,0,0
"I2_d07_@75,82",22,0,0,0,0,0
"I2_d07_@75,82",23,0,0,0,0,0
"I2_d07_@75,82",24,0,0,0,0,0
"I2_d07_@75,82",25,0,0,0,0,0
"I2_d07_@75,82",26,0,0,0,0,0
"I2_d07_@75,82",27,0,0,0,0,0
"I2_d07_@75,82",28,0,0,0,0,0
"I2_d07_@75,82",29,0,0,0,0,0
"I2_d07_@75,82",30,0,0,0,0,0
"I2_d07_@75,82",31,0,0,0,0,0
"I2_d07_@75,82",32,0,0,0,0,0
"I2_d07_@75,82",33,0,0,0,0,0
"I2_d07_@75,82",34,0,0,0,0,0
"I2_d07_@75,82",35,0,0,0,0,0
"I2_d07_@75,82",36,0,0,0,0,0
"I2_d07_@75,82",37,0,0,0,0,0
"I2_d07_@75,82",38,0,0,0,0,0
"I2_d07_@75,82",39,0,0,0,0,0
"I2_d07_@75,82",40,0,0,0,0,0
"I2_d07_@75,82",41,0,0,0,0,0
"I2_d07_@75,82",42,0,0,0,0,0
"I2_d07_@75,82",43,0,0,0,0,0
"I2_d07_@75,82",44,0,0,0,0,0
"I2_d07_@75,82",45,0,0,0,0,0
"I2_d07_@75,82",46,0,0,0,0,0
"I2_d07_@75,82",47,0,0,0,0,0
"I2_d07_@75,82",48,0,0,0,0,0
"I2_d07_@75,82",49,0,0,0,0,0
"I2_d07_@75,82",50,0,0,0,0,0
"I2_d07_@75,82",51,0,0,0,0,0
"I2_d07_@75,82",52,0,0,0,0,0
"I2_d07_@75,82",53,0,0,0,0,0
"I2_d07_@75,82",54,0,0,0,0,0
"I2_d07_@75,82",55,0,0,0,0,0
"I2_d07_@75,82",56,0,0,0,0,0
"I2_d07_@75,82",57,0,0,0,0,0
"I2_d07_@75,82",58,0,0,0,0,0
"I2_d07_@75,82",59,0,0,0,0,0
"I2_d07_@75,82",60,0,0,0,0,0
"I2_d07_@75,82",61,0,0,0,0,0
"I2_d07_@75,82",62,0,0,0,0,0
"I2_d07_@75,82",63,0,0,0,0,0
"I2_d07_@75,82",64,0,0,0,0,0
"I2_d07_@75,82",65,0,0,0,0,0
"I2_d07_@75,82",66,0,0,0,0,0
"I2_d07_@75,82",67,0,0,0,0,0
"I2_d07_@75,82",68,0,0,0,0,0
"I2_d07_@75,82",69,0,0,0,0,0
"I2_d07_@75,82",70,0,0,0,0,0
"I2_d07_@75,82",71,0,0,0,0,0
"I2_d07_@75,82",72,0,0,0,0,0
"I2_d07_@75,82",73,0,0,0,0,0
"I2_d07_@75,82",74,0,0,0,0,0
"I2_d07_@75,82",75,0,0,0,0,0
"I2_d07_@75,82",76,0,0,0,0,0
"I2_d07_@75,82",77,0,0,0,0,0
"I2_d07_@75,82",78,0,0,0,0,0
"I2_d07_@75,82",79,0,0,0,0,0
"I2_d07_@75,82",80,0,0,0,0,0
"I2_d07_@75,82",81,0,0,0,0,0
"I2_d07_@75,82",82,0,0,0,0,0
"I2_d07_@75,82",83,0,0,0,0,0
"I2_d07_@75,82",84,0,0,0,0,0
"I2_d07_@75,82",85,0,0,0,0,0
"I2_d07_@75,82",86,0,0,0,0,0
"I2_d07_@75,82",87,0,0,0,0,0
"I2_d07_@75,82",88,0,0,0,0,0
"I2_d07_@75,82",89,0,0,0,0,0
"I2_d07_@75,82",90,0,0,0,0,0
"I2_d07_@75,82",91,0,0,0,0,0
"I2_d07_@75,82",92,0,0,0,0,0
"I2_d07_@75,82",93,0,0,0,0,0
"I2_d07_@75,82",94,0,0,0,0,0
"I2_d07_@75,82",95,0,0,0,0,0
"I2_d07_@75,82",96,0,0,0,0,0
"I2_d07_@75,82",97,0,0,0,0,0
"I2_d07_@75,82",98,0,0,0,0,0
"I2_d07_@75,82",99,0,0,0,0,0
"I2_d07_@75,82",100,0,0,0,0,0
"I2_d07_@75,82",101,0,0,0,0,0
"I2_d07_@75,82",102,0,0,0,0,0
"I2_d07_@75,82",103,0,0,0,0,0
"I2_d07_@75,82",104,0,0,0,0,0
"I2_d07_@75,82",105,0,0,0,0,0
"I2_d07_@75,82",106,0,0,0,0,0
"I2_d07_@75,82",107,0,0,0,0,0
"I2_d07_@75,82",108,0,0,0,0,0
"I2_d07_@75,82",109,0,0,0,0,0
"I2_d07_@75,82",110,0,0,0,0,0
"I2_d07_@75,82",111,0,0,0,0,0
"I2_d07_@75,82",112,0,0,0,0,0
"I2_d07_@75,82",113,0,0,0,0,0
"I2_d07_@75,82",114,0,0,0,0,0
"I2_d07_@75,82",115,0,0,0,0,0
"I2_d07_@75,82",116,0,0,0,0,0
"I2_d07_@75,82",117,0,0,0,0,0
"I2_d07_@75,82",118,0,0,0,0,0
"I2_d07_@75,82",119,0,0,0,0,0
"I2_d07_@75,82",120,0,0,0,0,0
"I2_d08_@75,83",0,0,0,0,0,0
"I2_d08_@75,83",1,0,0,0,0,0
"I2_d08_@75,83",2,0,0,0,0,0
"I2_d08_@75,83",3,0,0,0,0,0
"I2_d08_@75,83",4,0,0,0,0,0
"I2_d08_@75,83",5,0,0,0,0,0
"I2_d08_@75,83",6,0,0,0,0,0
"I2_d08_@75,83",7,0,0,0,0,0
"I2_d08_@75,83",8,0,0,0,0,0
"I2_d08_@75,83",9,0,0,0,0,0
"I2_d08_@75,83",10,0,0,0,0,0
"I2_d08_@75,83",11,0,0,0,0,0
"I2_d08_@75,83",12,0,0,0,0,0
"I2_d08_@75,83",13,0,0,0,0,0
"I2_d08_@75,83",14,0,0,0,0,0
"I2_d08_@75,83",15,0,0,0,0,0
"I2_d08_@75,83",16,0,0,0,0,0
"I2_d08_@75,83",17,0,0,0,0,0
"I2_d08_@75,83",18,0,0,0,0,0
"I2_d08_@75,83",19,0,0,0,0,0
"I2_d08_@75,83",20,0,0,0,0,0
"I2_d08_@75,83",21,0,0,0,0,0
"I2_d08_@75,83",22,0,0,0,0,0
"I2_d08_@75,83",23,0,0,0,0,0
"I2_d08_@75,83",24,0,0,0,0,0
"I2_d08_@75,83",25,0,0,0,0,0
"I2_d08_@75,83",26,0,0,0,0,0
"I2_d08_@75,83",27,0,0,0,0,0
"I2_d08_@75,83",28,0,0,0,0,0
"I2_d08_@75,83",29,0,0,0,0,0
"I2_d08_@75,83",30,0,0,0,0,0
"I2_d08_@75,83",31,0,0,0,0,0
"I2_d08_@75,83",32,0,0,0,0,0
"I2_d08_@75,83",33,0,0,0,0,0
"I2_d08_@75,83",34,0,0,0,0,0
"I2_d08_@75,83",35,0,0,0,0,0
"I2_d08_@75,83",36,0,0,0,0,0
"I2_d08_@75,83",37,0,0,0,0,0
"I2_d08_@75,83",38,0,0,0,0,0
"I2_d08_@75,83",39,0,0,0,0,0
"I2_d08_@75,83",40,0,0,0,0,0
"I2_d08_@75,83",41,0,0,0,0,0
"I2_d08_@75,83",42,0,0,0,0,0
"I2_d08_@75,83",43,0,0,0,0,0
"I2_d08_@75,83",44,0,0,0,0,0
"I2_d08_@75,83",45,0,0,0,0,0
"I2_d08_@75,83",46,0,0,0,0,0
"I2_d08_@75,83",47,0,0,0,0,0
"I2_d08_@75,83",48,0,0,0,0,0
"I2_d08_@75,83",49,0,0,0,0,0
"I2_d08_@75,83",50,0,0,0,0,0
"I2_d08_@75,83",51,0,0,0,0,0
"I2_d08_@75,83",52,0,0,0,0,0
"I2_d08_@75,83",53,0,0,0,0,0
"I2_d08_@75,83",54,0,0,0,0,0
"I2_d08_@75,83",55,0,0,0,0,0
"I2_d08_@75,83",56,0,0,0,0,0
"I2_d08_@75,83",57,0,0,0,0,0
"I2_d08_@75,83",58,0,0,0,0,0
"I2_d08_@75,83",59,0,0,0,0,0
"I2_d08_@75,83",60,0,0,0,0,0
"I2_d08_@75,83",61,0,0,0,0,0
"I2_d08_@75,83",62,0,0,0,0,0
"I2_d08_@75,83",63,0,0,0,0,0
"I2_d08_@75,83",64,0,0,0,0,0
"I2_d08_@75,83",65,0,0,0,0,0
"I2_d08_@75,83",66,0,0,0,0,0
"I2_d08_@75,83",67,0,0,0,0,0
"I2_d08_@75,83",68,0,0,0,0,0
"I2_d08_@75,83",69,0,0,0,0,0
"I2_d08_@75,83",70,0,0,0,0,0
"I2_d08_@75,83",71,0,0,0,0,0
"I2_d08_@75,83",72,0,0,0,0,0
"I2_d08_@75,83",73,0,0,0,0,0
"I2_d08_@75,83",74,0,0,0,0,0
"I2_d08_@75,83",75,0,0,0,0,0
"I2_d08_@75,83",76,0,0,0,0,0
"I2_d08_@75,83",77,0,0,0,0,0
"I2_d08_@75,83",78,0,0,0,0,0
"I2_d08_@75,83",79,0,0,0,0,0
"I2_d08_@75,83",80,0,0,0,0,0
"I2_d08_@75,83",81,0,0,0,0,0
"I2_d08_@75,83",82,0,0,0,0,0
"I2_d08_@75,83",83,0,0,0,0,0
"I2_d08_@75,83",84,0,0,0,0,0
"I2_d08_@75,83",85,0,0,0,0,0
"I2_d08_@75,83",86,0,0,0,0,0
"I2_d08_@75,83",87,0,0,0,0,0
"I2_d08_@75,83",88,0,0,0,0,0
"I2_d08_@75,83",89,0,0,0,0,0
"I2_d08_@75,83",90,0,0,0,0,0
"I2_d08_@75,83",91,0,0,0,0,0
"I2_d08_@75,83",92,0,0,0,0,0
"I2_d08_@75,83",93,0,0,0,0,0
"I2_d08_@75,83",94,0,0,0,0,0
"I2_d08_@75,83",95,0,0,0,0,0
"I2_d08_@75,83",96,0,0,0,0,0
"I2_d08_@75,83",97,0,0,0,0,0
"I2_d08_@75,83",98,0,0,0,0,0
"I2_d08_@75,83",99,0,0,0,0,0
"I2_d08_@75,83",100,0,0,0,0,0
"I2_d08_@75,83",101,0,0,0,0,0
"I2_d08_@75,83",102,0,0,0,0,0
"I2_d08_@75,83",103,0,0,0,0,0
"I2_d08_@75,83",104,0,0,0,0,0
"I2_d08_@75,83",105,0,0,0,0,0
"I2_d08_@75,83",106,0,0,0,0,0
"I2_d08_@75,83",107,0,0,0,0,0
"I2_d08_@75,83",108,0,0,0,0,0
"I2_d08_@75,83",109,0,0,0,0,0
"I2_d08_@75,83",110,0,0,0,0,0
"I2_d08_@75,83",111,0,0,0,0,0
"I2_d08_@75,83",112,0,0,0,0,0
"I2_d08_@75,83",113,0,0,0,0,0
"I2_d08_@75,83",114,0,0,0,0,0
"I2_d08_@75,83",115,0,0,0,0,0
"I2_d08_@75,83",116,0,0,0,0,0
"I2_d08_@75,83",117,0,0,0,0,0
"I2_d08_@75,83",118,0,0,0,0,0
"I2_d08_@75,83",119,0,0,0,0,0
"I2_d08_@75,83",120,0,0,0,0,0
"I2_d09_@75,84",0,0,0,0,0,0
"I2_d09_@75,84",1,0,0,0,0,0
"I2_d09_@75,84",2,0,0,0,0,0
"I2_d09_@75,84",3,0,0,0,0,0
"I2_d09_@75,84",4,0,0,0,0,0
"I2_d09_@75,84",5,0,0,0,0,0
"I2_d09_@75,84",6,0,0,0,0,0
"I2_d09_@75,84",7,0,0,0,0,0
"I2_d09_@75,84",8,0,0,0,0,0
"I2_d09_@75,84",9,0,0,0,0,0
"I2_d09_@75,84",10,0,0,0,0,0
"I2_d09_@75,84",11,0,0,0,0,0
"I2_d09_@75,84",12,0,0,0,0,0
"I2_d09_@75,84",13,0,0,0,0,0
"I2_d09_@75,84",14,0,0,0,0,0
"I2_d09_@75,84",15,0,0,0,0,0
"I2_d09_@75,84",16,0,0,0,0,0
"I2_d09_@75,84",17,0,0,0,0,0
"I2_d09_@75,84",18,0,0,0,0,0
"I2_d09_@75,84",19,0,0,0,0,0
"I2_d09_@75,84",20,0,0,0,0,0
"I2_d09_@75,84",21,0,0,0,0,0
"I2_d09_@75,84",22,0,0,0,0,0
"I2_d09_@75,84",23,0,0,0,0,0
"I2_d09_@75,84",24,0,0,0,0,0
"I2_d09_@75,84",25,0,0,0,0,0
"I2_d09_@75,84",26,0,0,0,0,0
"I2_d09_@75,84",27,0,0,0,0,0
"I2_d09_@75,84",28,0,0,0,0,0
"I2_d09_@75,84",29,0,0,0,0,0
"I2_d09_@75,84",30,0,0,0,0,0
"I2_d09_@75,84",31,0,0,0,0,0
"I2_d09_@75,84",32,0,0,0,0,0
"I2_d09_@75,84",33,0,0,0,0,0
"I2_d09_@75,84",34,0,0,0,0,0
"I2_d09_@75,84",35,0,0,0,0,0
"I2_d09_@75,84",36,0,0,0,0,0
"I2_d09_@75,84",37,0,0,0,0,0
"I2_d09_@75,84",38,0,0,0,0,0
"I2_d09_@75,84",39,0,0,0,0,0
"I2_d09_@75,84",40,0,0,0,0,0
"I2_d09_@75,84",41,0,0,0,0,0
"I2_d09_@75,84",42,0,0,0,0,0
"I2_d09_@75,84",43,0,0,0,0,0
"I2_d09_@75,84",44,0,0,0,0,0
"I2_d09_@75,84",45,0,0,0,0,0
"I2_d09_@75,84",46,0,0,0,0,0
"I2_d09_@75,84",47,0,0,0,0,0
"I2_d09_@75,84",48,0,0,0,0,0
"I2_d09_@75,84",49,0,0,0,0,0
"I2_d09_@75,84",50,0,0,0,0,0
"I2_d09_@75,84",51,0,0,0,0,0
"I2_d09_@75,84",52,0,0,0,0,0
"I2_d09_@75,84",53,0,0,0,0,0
"I2_d09_@75,84",54,0,0,0,0,0
"I2_d09_@75,84",55,0,0,0,0,0
"I2_d09_@75,84",56,0,0,0,0,0
"I2_d09_@75,84",57,0,0,0,0,0
"I2_d09_@75,84",58,0,0,0,0,0
"I2_d09_@75,84",59,0,0,0,0,0
"I2_d09_@75,84",60,0,0,0,0,0
"I2_d09_@75,84",61,0,0,0,0,0
"I2_d09_@75,84",62,0,0,0,0,0
"I2_d09_@75,84",63,0,0,0,0,0
"I2_d09_@75,84",64,0,0,0,0,0
"I2_d09_@75,84",65,0,0,0,0,0
"I2_d09_@75,84",66,0,0,0,0,0
"I2_d09_@75,84",67,0,0,0,0,0
"I2_d09_@75,84",68,0,0,0,0,0
"I2_d09_@75,84",69,0,0,0,0,0
"I2_d09_@75,84",70,0,0,0,0,0
"I2_d09_@75,84",71,0,0,0,0,0
"I2_d09_@75,84",72,0,0,0,0,0
"I2_d09_@75,84",73,0,0,0,0,0
"I2_d09_@75,84",74,0,0,0,0,0
"I2_d09_@75,84",75,0,0,0,0,0
"I2_d09_@75,84",76,0,0,0,0,0
"I2_d09_@75,84",77,0,0,0,0,0
"I2_d09_@75,84",78,0,0,0,0,0
"I2_d09_@75,84",79,0,0,0,0,0
"I2_d09_@75,84",80,0,0,0,0,0
"I2_d09_@75,84",81,0,0,0,0,0
"I2_d09_@75,84",82,0,0,0,0,0
"I2_d09_@75,84",83,0,0,0,0,0
"I2_d09_@75,84",84,0,0,0,0,0
"I2_d09_@75,84",85,0,0,0,0,0
"I2_d09_@75,84",86,0,0,0,0,0
"I2_d09_@75,84",87,0,0,0,0,0
"I2_d09_@75,84",88,0,0,0,0,0
"I2_d09_@75,84",89,0,0,0,0,0
"I2_d09_@75,84",90,0,0,0,0,0
"I2_d09_@75,84",91,0,0,0,0,0
"I2_d09_@75,84",92,0,0,0,0,0
"I2_d09_@75,84",93,0,0,0,0,0
"I2_d09_@75,84",94,0,0,0,0,0
"I2_d09_@75,84",95,0,0,0,0,0
"I2_d09_@75,84",96,0,0,0,0,0
"I2_d09_@75,84",97,0,0,0,0,0
"I2_d09_@75,84",98,0,0,0,0,0
"I2_d09_@75,84",99,0,0,0,0,0
"I2_d09_@75,84",100,0,0,0,0,0
"I2_d09_@75,84",101,0,0,0,0,0
"I2_d09_@75,84",102,0,0,0,0,0
"I2_d09_@75,84",103,0,0,0,0,0
"I2_d09_@75,84",104,0,0,0,0,0
"I2_d09_@75,84",105,0,0,0,0,0
"I2_d09_@75,84",106,0,0,0,0,0
"I2_d09_@75,84",107,0,0,0,0,0
"I2_d09_@75,84",108,0,0,0,0,0
"I2_d09_@75,84",109,0,0,0,0,0
"I2_d09_@75,84",110,0,0,0,0,0
"I2_d09_@75,84",111,0,0,0,0,0
"I2_d09_@75,84",112,0,0,0,0,0
"I2_d09_@75,84",113,0,0,0,0,0
"I2_d09_@75,84",114,0,0,0,0,0
"I2_d09_@75,84",115,0,0,0,0,0
"I2_d09_@75,84",116,0,0,0,0,0
"I2_d09_@75,84",117,0,0,0,0,0
"I2_d09_@75,84",118,0,0,0,0,0
